codigo;descricao
3.02.05.19-0;Ressecção de tumor de faringe com mandibulectomia
3.02.05.20-4;Ressecção de tumor de faringe por mandibulotomia
3.02.05.21-2;Ressecção de tumor de nasofaringe via endoscópica
3.02.05.22-0;Tonsilectomia a laser
3.02.05.23-9;Tumor de boca ou faringe – ressecção
3.02.05.24-7;Uvulopalatofaringoplastia (qualquer técnica)
3.02.05.26-3;Uvulopalatofaringoplastia por radiofrequência
3.02.06.01-4;Alargamento de traqueostomia
3.02.06.02-2;Aritenoidectomia microcirúrgica
3.02.06.03-0;Aritenoidectomia ou aritenopexia via externa
3.02.06.04-9;Confecção de fístula traqueoesofágica para prótese fonatória com miotomia faríngea
3.02.06.06-5;Exérese de tumor por via endoscópica
3.02.06.10-3;Injeção intralaríngea de toxina botulínica
3.02.06.12-0;Laringectomia parcial
3.02.06.13-8;Laringectomia total
3.02.06.17-0;Laringofissura (inclusive com cordectomia)
3.02.06.20-0;Laringotraqueoplastia
3.02.06.21-9;Microcirurgia com laser para remoção de lesões malignas
3.02.06.22-7;Microcirurgia com uso de laser para ressecção de lesões benignas
3.02.06.23-5;Microcirurgia para decorticação ou tratamento de edema de Reinke
3.02.06.24-3;Microcirurgia para remoção de cisto ou lesão intracordal
3.02.06.25-1;Microcirurgia para ressecção de papiloma
3.02.06.26-0;Microcirurgia para ressecção de pólipo, nódulo ou granuloma
3.02.06.27-8;Microcirurgia para tratamento de paralisia de prega vocal (inclui injeção de materiais)
3.02.06.29-4;Reconstrução para fonação após laringectomia
3.02.06.30-8;Tiroplastia tipo 1 com rotação de aritenoide
3.02.06.31-6;Tiroplastia tipo 1 simples
3.02.06.32-4;Tiroplastia tipo 2 ou 3
3.02.06.35-9;Tratamento cirúrgico da estenose laringo-traqueal
3.02.06.36-7;Tratamento cirúrgico de trauma laríngeo (agudo)
3.02.07.08-8;Fratura simples de mandíbula com contenção e bloqueio intermaxilar eventual
3.02.07.11-8;Fratura cominutiva de mandíbula – redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual
3.02.07.14-2;Fratura de maxila, tipo Lefort I e II – redução e aplicação de levantamento zigomático-maxilar com bloqueio intermaxilar eventual
3.02.07.15-0;Fratura de maxila, tipo Lefort III – redução e aplicação de levantamento crânio-maxilar com bloqueio intermaxilar eventual
3.02.07.07-0;Fratura do arco zigomático – redução cirúrgica com fixação
3.02.07.06-1;Fratura do arco zigomático – redução instrumental sem fixação
3.02.07.16-9;Fratura Lefort I – fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxilar eventual
3.02.07.17-7;Fratura Lefort II – fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxilar eventual
3.02.07.18-5;Fratura Lefort III – fixação cirúrgica com síntese óssea, levantamento crânio-maxilar e bloqueio intermaxilar eventual
3.02.07.10-0;Fratura nasoetmoido-órbito-etmoidal
3.02.07.09-6;Fratura simples de mandíbula – redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual
3.02.07.13-4;Fraturas alveolares – fixação com aparelho e contenção
3.02.07.12-6;Fraturas complexas de mandíbula – redução cirúrgica com fixação óssea e eventual bloqueio intermaxilar
3.02.07.20-7;Fraturas complexas do terço médio da face, fixação cirúrgica com síntese, levantamento crânio-maxilar, enxerto ósseo, halo craniano eventual
3.02.07.19-3;Fraturas múltiplas de terço médio da face: fixação cirúrgica com síntese óssea, levantamento crânio maxilar e bloqueio intermaxilar
3.02.07.04-5;Redução de fratura de seio frontal (acesso coronal)
3.02.07.03-7;Redução de fratura de seio frontal (acesso frontal)
3.02.07.02-9;Redução de fratura do malar (com fixação)
3.02.07.01-0;Redução de fratura do malar (sem fixação)
3.02.07.23-1;Redução de luxação do ATM
3.02.07.21-5;Retirada dos meios de fixação (na face)
3.02.07.22-3;Tratamento conservador de fratura de ossos
3.02.08.01-7;Artroplastia para luxação recidivante da articulação temporomandibular
3.02.08.02-5;Osteoplastia para prognatismo, micrognatismo ou laterognatismo
3.02.08.08-4;Osteotomia crânio-maxilares complexas
3.02.08.15-7;Osteotomia da mandíbula e/ou maxila com aplicação de osteodistrator
3.02.08.05-0;Osteotomia tipo Lefort I
3.02.08.06-8;Osteotomia tipo Lefort II
3.02.08.07-6;Osteotomia tipo Lefort III – extracraniana
3.02.08.03-3;Osteotomias alvéolo palatinas
3.02.08.04-1;Osteotomias segmentares da maxila ou malar
3.02.08.10-6;Reconstrução parcial da mandíbula com enxerto ósseo
3.02.08.11-4;Reconstrução total de mandíbula com prótese e ou enxerto ósseo
3.02.08.09-2;Redução simples da luxação da articulação temporomandibular com fixação intermaxilar
3.02.08.13-0;Translocação etmoido-orbital para tratamento do hipertelorismo miocutâneo associado a expansor de tecido – por lado
3.02.08.12-2;Tratamento cirúrgico de anquilose da articulação temporomandibular
3.02.09.05-6;Correção cirúrgica de depressão (afundamento) da região frontal
3.02.09.04-8;Osteoplastias da órbita
3.02.09.02-1;Osteoplastias de mandíbula
3.02.09.03-0;Osteoplastias do arco zigomático
3.02.09.01-3;Osteoplastias etmoido-orbitais
3.02.10.02-0;Correção de tumores, cicatrizes ou ferimentos com o auxílio de expansores de tecidos – por estágio
3.02.10.12-7;Exérese de tumor benigno, cisto ou fístula
3.02.10.11-9;Exérese de tumor maligno de pele
3.02.10.01-1;Hemiatrofia facial, correção com enxerto de gordura ou implante
3.02.10.05-4;Paralisia facial – reanimação com o músculo temporal (região oral), com neurotização
3.02.10.03-8;Paralisia facial – reanimação com o músculo temporal (região oral), sem neurotização
3.02.10.06-2;Paralisia facial – reanimação com o músculo temporal (região orbital e oral), com neurotização
3.02.10.04-6;Paralisia facial – reanimação com o músculo temporal (região orbital), sem neurotização
3.02.10.08-9;Reconstrução com retalho axial da artéria temporal superficial
3.02.10.07-0;Reconstrução com retalhos axiais supraorbitais e supratrocleares
3.02.10.09-7;Reconstrução com retalhos em VY de pedículo subarterial
3.02.10.10-0;Reconstrução com rotação do músculo temporal
3.02.11.01-8;Biópsia de mandíbula
3.02.11.04-2;Hemimandibulectomia ou ressecção segmentar ou seccional da mandíbula
3.02.11.05-0;Mandibulectomia total
3.02.11.03-4;Ressecção de tumor de mandíbula com desarticulação de ATM
3.02.12.01-4;Cervicotomia exploradora
3.02.12.02-2;Drenagem de abscesso cervical profundo
3.02.12.03-0;Esvaziamento cervical unilateral
3.02.12.04-9;Esvaziamento cervical bilateral
3.02.12.05-7;Esvaziamento recorrencial (especificar o lado)
3.02.12.06-5;Exérese de cisto branquial
3.02.12.07-3;Exérese de cisto tireoglosso
3.02.12.08-1;Exérese de tumor benigno, cisto ou fístula cervical
3.02.12.09-0;Linfadenectomia profunda – biópsia excisional de linfonodo cervical (único ou múltiplos)
3.02.12.10-3;Linfadenectomia superficial – biópsia incisional de linfonodo cervical
3.02.12.11-1;Neuroblastoma cervical – exérese
3.02.12.12-0;Punção-biópsia de pescoço
3.02.12.13-8;Reconstrução de esôfago cervical
3.02.12.14-6;Ressecção de tumor de corpo carotídeo
3.02.12.15-4;Retração cicatricial cervical – por estágio
3.02.12.16-2;Retração cicatricial cervical com emprego de expansores de tecido – por estágio
3.02.12.17-0;Torcicolo congênito – tratamento cirúrgico
3.02.12.18-9;Tratamento cirúrgico da lipomatose cervical
3.02.12.19-7;Tratamento cirúrgico de fístula com retalho cutâneo
3.02.13.01-0;Biópsia de tireoide
3.02.13.02-9;Bócio mergulhante: extirpação por acesso cérvico-torácico
3.02.13.03-7;Istmectomia ou nodulectomia
3.02.13.04-5;Tireoidectomia parcial
3.02.13.05-3;Tireoidectomia total
3.02.14.01-7;Biópsia de paratireoide
3.02.14.02-5;Paratireoidectomia com toracotomia
3.02.14.06-8;Paratireoidectomia total com reimplante primário de paratireoide
3.02.14.03-3;Reimplante de paratireoide
3.02.14.04-1;Tratamento cirúrgico do hiperparatireoidismo primário de glândula única
3.02.14.05-0;Tratamento cirúrgico do hiperparatireoidismo secundário, paratireoidectomia subtotal ou de múltiplas paratireoides
3.02.15.01-3;Cranioplastia
3.02.15.02-1;Craniotomia descompressiva
3.02.15.03-0;Craniotomia para tumores ósseos
3.02.15.04-8;Reconstrução craniana ou craniofacial
3.02.15.05-6;Retirada de cranioplastia
3.02.15.07-2;Tratamento cirúrgico da craniossinostose
3.02.15.08-0;Tratamento cirúrgico da fratura do crânio – afundamento
3.02.15.09-9;Tratamento cirúrgico da osteomielite de crânio
3.03.00.00-2;Código Procedimento Porte Custo Oper. N° de Aux. Porte Anest. PÁLPEBRA
3.03.01.01-7;Abscesso de pálpebra – drenagem
3.03.01.02-5;Biópsia de pálpebra
3.03.01.03-3;Blefarorrafia
3.03.01.04-1;Calázio
3.03.01.05-0;Cantoplastia lateral
3.03.01.06-8;Cantoplastia medial
3.03.01.07-6;Coloboma – com plástica
3.03.01.08-4;Correção cirúrgica de ectrópio ou entrópio
3.03.01.09-2;Correção de bolsas palpebrais – unilateral
3.03.01.10-6;Dermatocalaze ou blefarocalaze – unilateral
3.03.01.11-4;Epicanto – correção cirúrgica – unilateral
3.03.01.12-2;Epilação
3.03.01.13-0;Epilação de cílios (diatermo-coagulação)
3.03.01.14-9;Fissura palpebral – correção cirúrgica
3.03.01.15-7;Lagoftalmo – correção cirúrgica
3.03.01.16-5;Pálpebra – reconstrução parcial (com ou sem ressecção de tumor)
3.03.01.17-3;Pálpebra – reconstrução total (com ou sem ressecção de tumor) – por estágio
3.03.01.18-1;Ptose palpebral – correção cirúrgica – unilateral
3.03.01.28-9;Ptose palpebral congênita – correção cirúrgica – unilateral
3.03.01.19-0;Ressecção de tumores palpebrais
3.03.01.20-3;Retração palpebral
3.03.01.21-1;Simbléfaro com ou sem enxerto – correção cirúrgica
3.03.01.22-0;Supercílio – reconstrução total
3.03.01.23-8;Sutura de pálpebra
3.03.01.24-6;Tarsorrafia
3.03.01.25-4;Telecanto – correção cirúrgica – unilateral
3.03.01.26-2;Triquíase com ou sem enxerto
3.03.01.27-0;Xantelasma palpebral – exérese – unilateral
3.03.02.01-3;Correção da enoftalmia
3.03.02.02-1;Descompressão de órbita ou nervo ótico
3.03.02.03-0;Exenteração com osteotomia
3.03.02.04-8;Exenteração de órbita
3.03.02.05-6;Exérese de tumor com abordagem craniofacial oncológica (tempo facial) pálpebra, cavidade orbitária e olhos
3.03.02.06-4;Fratura de órbita – redução cirúrgica
3.03.02.07-2;Fratura de órbita – redução cirúrgica e enxerto ósseo
3.03.02.08-0;Implante secundário de órbita
3.03.02.09-9;Microcirurgia para tumores orbitários
3.03.02.10-2;Reconstituição de paredes orbitárias
3.03.02.11-0;Reconstrução parcial da cavidade orbital – por estágio
3.03.02.12-9;Reconstrução total da cavidade orbital – por estágio
3.03.02.13-7;Tumor de órbita – exérese
3.03.03.01-0;Autotransplante conjuntival
3.03.03.02-8;Biópsia de conjuntiva
3.03.03.11-7;Crioterapia conjuntival
3.03.03.03-6;Enxerto de membrana amniótica
3.03.03.04-4;Infiltração subconjuntival
3.03.03.05-2;Plástica de conjuntiva
3.03.03.06-0;Pterígio – exérese
3.03.03.07-9;Reconstituição de fundo de saco
3.03.03.12-5;Reconstrução de superfície ocular com membrana amniótica
3.03.03.08-7;Sutura de conjuntiva
3.03.03.09-5;Transplante de limbo
3.03.03.10-9;Tumor de conjuntiva – exérese
3.03.04.01-6;Cauterização de córnea
3.03.04.02-4;Ceratectomia superficial – monocular
3.03.04.03-2;Corpo estranho da córnea – retirada
3.03.04.15-6;Cross-linking (CXL) de colágeno corneano
3.03.04.10-5;Delaminação corneana com fotoablação estromal – LASIK
3.03.04.09-1;Fotoablação de superfície convencional – PRK
3.03.04.08-3;Implante de anel intraestromal
3.03.04.14-8;Planejamento personalizado de ablação refrativa com base na análise da frende de onda ocular total ou córnea
3.03.04.13-0;Preparo da membrana amniótica para procedimentos oftalmológicos
3.03.04.04-0;PTK ceratectomia fototerapêutica – monocular
3.03.04.05-9;Recobrimento conjuntival
3.03.04.06-7;Sutura de córnea (com ou sem hérnia de íris)
3.03.04.07-5;Tarsoconjuntivoceratoplastia
3.03.04.11-3;Transplante lamelar anterior
3.03.04.12-1;Transplante lamelar posterior
3.03.05.01-2;Paracentese da câmara anterior
3.03.05.02-0;Reconstrução da câmara anterior
3.03.05.03-9;Remoção de hifema
3.03.05.04-7;Retirada de corpo estranho da câmara anterior
3.03.06.01-9;Capsulotomia YAG ou cirúrgica
3.03.06.02-7;Facectomia com lente intraocular com facoemulsificação
3.03.06.03-5;Facectomia com lente intraocular sem facoemulsificação
3.03.06.04-3;Facectomia sem implante
3.03.06.05-1;Fixação iriana de lente intraocular
3.03.06.08-6;Implante refrativo de lente intraocular fácica
3.03.06.06-0;Implante secundário/explante/fixação escleral ou iriana
3.03.06.07-8;Remoção de pigmentos da lente intraocular com yag-laser
3.03.06.11-6;Reposicionamento de lentes intraoculares
3.03.07.01-5;Biópsia de tumor via pars plana
3.03.07.02-3;Biópsia de vítreo via pars plana
3.03.07.03-1;Endolaser/Endodiatermia
3.03.07.04-0;Implante de silicone intravítreo
3.03.07.05-8;Infusão de perfluocarbono
3.03.07.13-9;Infusão intravítrea de medicamento anti-inflamatório
3.03.07.06-6;Membranectomia EPI ou sub-retiniana
3.03.07.07-4;Retirada de corpo estranho
3.03.07.08-2;Retirada de óleo de silicone via pars plana
3.03.07.14-7;Tratamento ocular quimioterápico com antiangiogênico (por sessão)
3.03.07.09-0;Troca fluido gasosa
3.03.07.10-4;Vitrectomia a céu aberto – ceratoprótese
3.03.07.11-2;Vitrectomia anterior
3.03.07.12-0;Vitrectomia vias pars plana
3.03.08.01-1;Biópsia de esclera
3.03.08.02-0;Enxerto de esclera (qualquer técnica)
3.03.08.03-8;Sutura de esclera
3.03.09.01-8;Enucleação ou evisceração com ou sem implante
3.03.09.02-6;Injeção retrobulbar
3.03.09.03-4;Reconstituição de globo ocular com lesão de estruturas intraoculares
3.03.10.01-6;Biópsia de íris e corpo ciliar
3.03.10.02-4;Cicloterapia – qualquer técnica
3.03.10.17-2;Cirurgia antiglaucomatosa via angular, com implante de drenagem, por técnica minimamente invasiva
3.03.10.12-1;Cirurgia antiglaucomatosa via angular, sem implante de drenagem
3.03.10.03-2;Cirurgias fistulizantes antiglaucomatosas
3.03.10.04-0;Cirurgia fistulizante com implante de drenagem
3.03.10.05-9;Drenagem de descolamento de coroide
3.03.10.06-7;Fototrabeculoplastia convencional (ALT)
3.03.10.07-5;Goniotomia ou trabeculotomia
3.03.10.08-3;Iridectomia (laser ou cirúrgica)
3.03.10.09-1;Iridociclectomia
3.03.10.13-0;Iridoplastia periférica a laser
3.03.10.15-6;Revisão de cirurgia fistulizante antiglaucomatosa
3.03.10.10-5;Sinequiotomia (cirúrgica)
3.03.10.11-3;Sinequiotomia (laser)
3.03.10.14-8;Sutura de íris – pupiloplastia
3.03.10.16-4;Trabeculoplastia seletiva a laser (SLT)
3.03.11.01-2;Biópsia de músculos
3.03.11.02-0;Cirurgia com sutura ajustável
3.03.11.06-3;Cirurgia de nistagmo
3.03.11.03-9;Estrabismo ciclo vertical/transposição – monocular
3.03.11.04-7;Estrabismo horizontal – monocular
3.03.11.05-5;Injeção de toxina botulínica – monocular
3.03.12.01-9;Aplicação de placa radiativa episcleral
3.03.12.02-7;Biópsia de retina
3.03.12.03-5;Exérese de tumor de coroide e/ou corpo ciliar
3.03.12.14-0;Fármaco modulação com anti-angiogênico para retinopatia diabética e obstrução venosa retiniana
